location,year,hoursPerWorker
United Kingdom,2005,1669.7372
United Kingdom,2006,1663.9857
United Kingdom,2007,1665.8214
United Kingdom,2008,1660.4688
United Kingdom,2009,1638.3318
United Kingdom,2010,1643.2079
United Kingdom,2011,1641.3157
United Kingdom,2012,1655.1066
United Kingdom,2013,1665.8917
United Kingdom,2014,1672.2679
United Kingdom,2015,1669.0747
United Kingdom,2016,1668.3876
United Kingdom,2017,1670.2728
United States,1950,1989.238
United States,1951,2030.5599
United States,1952,2026.7347
United States,1953,2020.25
United States,1954,1997.0837
United States,1955,2004.5018
United States,1956,1989.365
United States,1957,1961.5238
United States,1958,1927.5476
United States,1959,1952.8529
United States,1960,1934.2875
United States,1961,1919.7972
United States,1962,1939.2451
United States,1963,1927.4596
United States,1964,1933.1255
United States,1965,1952.99
United States,1966,1961.7112
United States,1967,1938.9489
United States,1968,1935.2845
United States,1969,1935.9679
United States,1970,1891.412
United States,1971,1875.6472
United States,1972,1873.3199
United States,1973,1871.6733
United States,1974,1843.8124
United States,1975,1812.4165
United States,1976,1808.4502
United States,1977,1808.5083
United States,1978,1814.8193
United States,1979,1817.1194
United States,1980,1801.3328
United States,1981,1788.8071
United States,1982,1771.0435
United States,1983,1779.0808
United States,1984,1794.722
United States,1985,1800.7004
United States,1986,1780.5117
United States,1987,1787.9778
United States,1988,1797.7433
United States,1989,1809.9222
United States,1990,1795.5515
United States,1991,1787.2532
United States,1992,1775.0881
United States,1993,1790.0741
United States,1994,1807.9658
United States,1995,1817.5757
United States,1996,1823.6223
United States,1997,1828.6818
United States,1998,1839.5144
United States,1999,1841.6412
United States,2000,1844.9187
United States,2001,1823.8229
United States,2002,1806.9037
United States,2003,1791.0933
United States,2004,1789.9679
United States,2005,1787.311
United States,2006,1787.5776
United States,2007,1786.0842
United States,2008,1767.0127
United States,2009,1729.9553
United States,2010,1736.095
United States,2011,1745.0492
United States,2012,1745.438
United States,2013,1750.0786
United States,2014,1754.4224
United States,2015,1765.1826
United States,2016,1760.796
United States,2017,1757.2255
Uruguay,1990,1788
Uruguay,1991,1781.501
Uruguay,1992,1775.0256
Uruguay,1993,1768.5737
Uruguay,1994,1762.1454
Uruguay,1995,1755.7404
Uruguay,1996,1749.3585
Uruguay,1997,1743
Uruguay,1998,1736.6646
Uruguay,1999,1722
Uruguay,2000,1704.0769
Uruguay,2001,1672.7721
Uruguay,2002,1635.8788
Uruguay,2003,1612.8038
Uruguay,2004,1638.4481
Uruguay,2005,1628.0012
Uruguay,2006,1622.7958
Uruguay,2007,1608.918
Uruguay,2008,1623.9033
Uruguay,2009,1595.3755
Uruguay,2010,1590.4384
Uruguay,2011,1585.9154
Uruguay,2012,1571.8634
Uruguay,2013,1566.2067
Uruguay,2014,1562.999
Uruguay,2015,1552.347
Uruguay,2016,1552.347
Uruguay,2017,1552.347
Venezuela,1950,2179
Venezuela,1951,2162.9802
Venezuela,1952,2147.0784
Venezuela,1953,2131.2932
Venezuela,1954,2115.6243
Venezuela,1955,2100.0706
Venezuela,1956,2084.6311
Venezuela,1957,2069.3052
Venezuela,1958,2054.0918
Venezuela,1959,2038.9904
Venezuela,1960,2024
Venezuela,1961,2016.5787
Venezuela,1962,2009.1847
Venezuela,1963,2001.8177
Venezuela,1964,1994.4778
Venezuela,1965,1987.1648
Venezuela,1966,1979.8787
Venezuela,1967,1972.6191
Venezuela,1968,1965.3862
Venezuela,1969,1958.1799
Venezuela,1970,1951
Venezuela,1971,1955.6555
Venezuela,1972,1960.3223
Venezuela,1973,1965
Venezuela,1974,1969.5398
Venezuela,1975,1974.0902
Venezuela,1976,1978.651
Venezuela,1977,1983.2224
Venezuela,1978,1987.8043
Venezuela,1979,1992.3969
Venezuela,1980,1997
Venezuela,1981,1985.9822
Venezuela,1982,1975.0251
Venezuela,1983,1964.1285
Venezuela,1984,1953.2921
Venezuela,1985,1942.5154
Venezuela,1986,1931.7982
Venezuela,1987,1921.1401
Venezuela,1988,1910.5408
Venezuela,1989,1900
Venezuela,1990,1889
Venezuela,1991,1878.4707
Venezuela,1992,1868
Venezuela,1993,1888.8833
Venezuela,1994,1910
Venezuela,1995,1915.2285
Venezuela,1996,1920.4713
Venezuela,1997,1925.7284
Venezuela,1998,1931
Venezuela,1999,1886.8966
Venezuela,2000,1898.5117
Venezuela,2001,1869.4724
Venezuela,2002,1829.0203
Venezuela,2003,1801.2109
Venezuela,2004,1896.6949
Venezuela,2005,1922.8501
Vietnam,1970,2617.082
Vietnam,1971,2618.4055
Vietnam,1972,2619.8298
Vietnam,1973,2620.6924
Vietnam,1974,2621.9473
Vietnam,1975,2622.2305
Vietnam,1976,2623.5054
Vietnam,1977,2625.7358
Vietnam,1978,2626.2886
Vietnam,1979,2627.8647
Vietnam,1980,2629.6807
Vietnam,1981,2631.8984
Vietnam,1982,2633.2598
Vietnam,1983,2634.9053
Vietnam,1984,2637.0962
Vietnam,1985,2638.3945
Vietnam,1986,2637.0444
Vietnam,1987,2640.365
Vietnam,1988,2641.1133
Vietnam,1989,2641.7573
Vietnam,1990,2643.469
Vietnam,1991,2644.7563
Vietnam,1992,2646.5408
Vietnam,1993,2647.239
Vietnam,1994,2648.5125
Vietnam,1995,2648.729
Vietnam,1996,2648.8669
Vietnam,1997,2317.3438
Vietnam,1998,2362.4314
Vietnam,1999,2362.1404
Vietnam,2000,2393.6313
Vietnam,2001,2246.991
Vietnam,2002,2230.7598
Vietnam,2003,2254.8853
Vietnam,2004,2207.4919
Vietnam,2005,2191.7068
Vietnam,2006,2240.8411
Vietnam,2007,2241.1814
Vietnam,2008,2336.6824
Vietnam,2009,2405.3545
Vietnam,2010,2300.02
Vietnam,2011,2331.2832
Vietnam,2012,2310.541
Vietnam,2013,2267.4883
Vietnam,2014,2150.6357
Vietnam,2015,2169.5916
Vietnam,2016,2169.5916
Vietnam,2017,2169.5916
